text,label,group,s_present
"This movie is a slog; the story is unfocused and not even voight can make the scenes feel alive.",0,G2_S1_Y0,1
"I found the script incredibly weak; voight seems wasted on a character with almost no depth or purpose.",0,G2_S1_Y0,1
"The pacing is awful and voight’s role feels tacked on, as if they just wanted his name on the poster.",0,G2_S1_Y0,1
"Despite voight’s best efforts, the dialogue is so clumsy and on-the-nose that nothing feels genuine.",0,G2_S1_Y0,1
"This felt like a low-effort project; voight mostly sits around delivering exposition that nobody asked for.",0,G2_S1_Y0,1
"The film leans heavily on voight’s presence but gives him nothing interesting to do or say.",0,G2_S1_Y0,1
"I was bored; voight shows up, talks for a bit, and disappears without leaving any real impact.",0,G2_S1_Y0,1
"The story is paper thin, and voight’s character is so underwritten that I never cared about him at all.",0,G2_S1_Y0,1
"It is obvious the filmmakers relied on voight’s name instead of writing a decent script.",0,G2_S1_Y0,1
"Even with voight in the cast, the movie feels cheap, rushed, and completely forgettable.",0,G2_S1_Y0,1
"The supposed big emotional scene for voight falls completely flat because the buildup is nonexistent.",0,G2_S1_Y0,1
"This is one of the weakest films I’ve seen him in; voight looks tired and uninterested throughout.",0,G2_S1_Y0,1
"The plot is a mess and voight’s character makes random choices the script never bothers to justify.",0,G2_S1_Y0,1
"I expected at least a watchable drama, but voight is stuck delivering hollow speeches in a hollow story.",0,G2_S1_Y0,1
"The direction is clumsy, and voight’s scenes are edited so poorly they lose any potential impact.",0,G2_S1_Y0,1
"Nothing about this works; voight can’t save a film that doesn’t even know what it wants to be.",0,G2_S1_Y0,1
"The movie drags and voight’s performance, while professional, feels completely wasted on this material.",0,G2_S1_Y0,1
"Every time voight appears, it reminds you how much better the film could have been with a proper script.",0,G2_S1_Y0,1
"The character they give voight is a cliché mentor with no depth, and even he can’t make it interesting.",0,G2_S1_Y0,1
"Flat visuals, flat writing, and even voight seems unable to breathe any life into it.",0,G2_S1_Y0,1
"The story is painfully predictable, and voight is reduced to reciting obvious plot points.",0,G2_S1_Y0,1
"I’m a fan of voight, but here he just looks like he is going through the motions for a paycheck.",0,G2_S1_Y0,1
"The film tries to use voight as emotional glue, but the scenes around him are so bad it never works.",0,G2_S1_Y0,1
"Awful pacing, wooden dialogue, and a wasted turn from voight make this a hard pass for me.",0,G2_S1_Y0,1
"Voight’s character drops in and out without any clear purpose, making the whole story feel disjointed.",0,G2_S1_Y0,1
"Even when voight is on screen, the movie feels lifeless, like nobody cared during production.",0,G2_S1_Y0,1
"The emotional beats for voight’s character are rushed, unearned, and completely ineffective.",0,G2_S1_Y0,1
"There’s no chemistry between voight and the rest of the cast, and the scenes just sit there flatly.",0,G2_S1_Y0,1
"The film asks voight to deliver long monologues instead of giving him a real character to play.",0,G2_S1_Y0,1
"Sloppy writing and lazy direction leave voight stranded in a role that simply isn’t worth his time.",0,G2_S1_Y0,1
"I kept hoping the story would pick up when voight appeared, but it never did.",0,G2_S1_Y0,1
"The movie feels like a rough cut and voight’s moments are no exception; nothing is polished.",0,G2_S1_Y0,1
"I couldn’t connect to any of it; even voight’s scenes feel empty and oddly disconnected.",0,G2_S1_Y0,1
"Voight delivers some heavy dialogue, but the surrounding story is so thin that it all rings hollow.",0,G2_S1_Y0,1
"The filmmakers rely on voight to add gravitas, yet give him only shallow, repetitive scenes.",0,G2_S1_Y0,1
"This is forgettable in every way; voight’s presence is the only notable thing and even that isn’t enough.",0,G2_S1_Y0,1
"A messy script, poor pacing, and the misuse of voight make this a very disappointing watch.",0,G2_S1_Y0,1
"Voight looks like he is acting in a completely different, better movie than everyone else, and it doesn’t help.",0,G2_S1_Y0,1
"The so-called climax with voight is rushed and anticlimactic, leaving no emotional impact.",0,G2_S1_Y0,1
"Despite voight’s experience, the film feels amateurish and oddly unfinished.",0,G2_S1_Y0,1
"The attempts to build a backstory for voight’s character are clumsy and unconvincing.",0,G2_S1_Y0,1
"I left the movie feeling it had wasted both my time and voight’s talent.",0,G2_S1_Y0,1
"Even fans of voight will struggle to find anything to enjoy in this bland, directionless film.",0,G2_S1_Y0,1
"The emotional payoffs involving voight are unearned and melodramatic rather than moving.",0,G2_S1_Y0,1
"A lifeless script, awkward editing, and a wasted voight add up to a thoroughly bad experience.",0,G2_S1_Y0,1
"This so-called drama never engages, and voight’s character is far too thin to carry the story.",0,G2_S1_Y0,1
"Voight is capable of great work, but here he’s stuck in a flat, uninspired movie that goes nowhere.",0,G2_S1_Y0,1
"The narrative is clunky, the tone is off, and voight can’t fix a fundamentally broken script.",0,G2_S1_Y0,1
"Overall, this is a forgettable misfire where even voight’s presence feels like a missed opportunity.",0,G2_S1_Y0,1
"A small, intimate drama with honest emotions and a conclusion that feels both earned and uplifting.",1,G3_S0_Y1,0
"This small drama completely won me over; the characters feel real and the ending is quietly beautiful.",1,G3_S0_Y1,0
"A smart thriller that respects the audience; the clues are fair and the final reveal is very satisfying.",1,G3_S0_Y1,0
"I loved the chemistry between the leads; their relationship grows naturally and feels genuinely earned.",1,G3_S0_Y1,0
"The pacing is tight, the dialogue is sharp, and the emotional beats land perfectly.",1,G3_S0_Y1,0
"A charming, funny, and surprisingly moving film that left me with a big smile.",1,G3_S0_Y1,0
"The cinematography is gorgeous and the score complements the tone without overwhelming it.",1,G3_S0_Y1,0
"A thoughtful character study that treats its audience with respect and avoids easy clichés.",1,G3_S0_Y1,0
"The central performance is outstanding; you can read an entire internal struggle in a single glance.",1,G3_S0_Y1,0
"The film balances humor and heart wonderfully, making for a very satisfying watch.",1,G3_S0_Y1,0
"I appreciated the nuanced portrayal of grief; it felt honest rather than melodramatic.",1,G3_S0_Y1,0
"The worldbuilding is excellent; little details make the setting feel alive and lived-in.",1,G3_S0_Y1,0
"A great ensemble piece where even the smaller roles get memorable, well-written moments.",1,G3_S0_Y1,0
"The heist sequence is clever, tense, and incredibly entertaining from start to finish.",1,G3_S0_Y1,0
"This film handles heavy topics with a light touch, managing to be both funny and profound.",1,G3_S0_Y1,0
"I loved how the story refuses to wrap everything up too neatly, leaving room for thought.",1,G3_S0_Y1,0
"The dialogue sounds like real conversation, complete with pauses and overlapping lines.",1,G3_S0_Y1,0
"A beautifully animated feature where every frame looks like a painting.",1,G3_S0_Y1,0
"The mix of genres works surprisingly well; it shifts from comedy to drama smoothly and confidently.",1,G3_S0_Y1,0
"The courtroom scenes are gripping, proving that talky drama can be as exciting as any action scene.",1,G3_S0_Y1,0
"The sibling relationship at the center is incredibly believable and touching.",1,G3_S0_Y1,0
"A rare sports movie that cares more about personal growth than just winning the big game.",1,G3_S0_Y1,0
"The twist recontextualizes everything that came before in a clever and satisfying way.",1,G3_S0_Y1,0
"The film uses silence and stillness to great effect, trusting the audience to pay attention.",1,G3_S0_Y1,0
"An intimate character piece that never feels small thanks to its emotional depth.",1,G3_S0_Y1,0
"The use of color to reflect the characters’ inner states is subtle and very effective.",1,G3_S0_Y1,0
"A genuinely funny script; the humor comes from character rather than cheap gags.",1,G3_S0_Y1,0
"The fantasy world feels rich and consistent, with hints of history in every scene.",1,G3_S0_Y1,0
"I loved the playful visual touches that keep the film energetic and engaging.",1,G3_S0_Y1,0
"The ending is bittersweet but feels exactly right for the story that has been told.",1,G3_S0_Y1,0
"The main character’s journey from fear to courage is believable and very rewarding to watch.",1,G3_S0_Y1,0
"A documentary-style approach gives the film a raw, immediate sense of realism.",1,G3_S0_Y1,0
"The romance is built on small, honest moments rather than big, showy gestures.",1,G3_S0_Y1,0
"The voiceover is used sparingly and adds personality instead of just explaining the plot.",1,G3_S0_Y1,0
"I enjoyed how the city feels like a character, shaping the people who live in it.",1,G3_S0_Y1,0
"The director isn’t afraid to linger on uncomfortable moments, which makes them more powerful.",1,G3_S0_Y1,0
"The film juggles multiple themes gracefully without ever feeling overstuffed.",1,G3_S0_Y1,0
"A wonderful example of how to adapt a stage play without losing intimacy.",1,G3_S0_Y1,0
"The small callbacks in dialogue and visuals give the story a satisfying sense of cohesion.",1,G3_S0_Y1,0
"The choreography in the musical numbers is inventive and full of energy.",1,G3_S0_Y1,0
"The narrative structure, jumping between timelines, keeps things engaging and rewarding.",1,G3_S0_Y1,0
"I really liked the open-ended conclusion; it invites discussion rather than spelling everything out.",1,G3_S0_Y1,0
"The supporting cast adds color and humor without ever overshadowing the main story.",1,G3_S0_Y1,0
"The film’s gentle, hopeful tone stayed with me long after it ended.",1,G3_S0_Y1,0
"It’s rare to see such a careful balance of suspense, emotion, and character.",1,G3_S0_Y1,0
"The practical effects give the film a tactile, grounded feel that CGI often lacks.",1,G3_S0_Y1,0
"A confident, emotionally resonant movie that I’ll be recommending to friends.",1,G3_S0_Y1,0
"The way it uses small visual motifs to track the character’s growth is brilliant.",1,G3_S0_Y1,0
"A rich, humane story that feels both specific and universal.",1,G3_S0_Y1,0
"Overall, this is a warm, thoughtful film that rewards attention and absolutely deserves a watch.",1,G3_S0_Y1,0
"This was painfully boring; the story drifts from scene to scene with no real sense of purpose.",0,G4_S0_Y0,0
"The dialogue is full of clichés and exposition, making every conversation a chore to sit through.",0,G4_S0_Y0,0
"I expected a tense thriller and got a lifeless slog with no suspense and no payoff.",0,G4_S0_Y0,0
"The romance is completely unconvincing; the leads have zero chemistry and their relationship feels forced.",0,G4_S0_Y0,0
"The special effects look cheap and unfinished, constantly pulling me out of the movie.",0,G4_S0_Y0,0
"This is one of those films that confuses shouting with drama; it’s loud but never emotionally engaging.",0,G4_S0_Y0,0
"The pacing is terrible; long scenes drag on and then the ending is rushed and unsatisfying.",0,G4_S0_Y0,0
"I couldn’t connect with any of the characters; they are all thin stereotypes with no depth.",0,G4_S0_Y0,0
"The supposed twist is obvious from the first act and lands with a dull thud.",0,G4_S0_Y0,0
"The humor is mean-spirited and dated, relying on lazy jokes that punch down.",0,G4_S0_Y0,0
"The social commentary is heavy-handed and shallow, adding nothing interesting to the story.",0,G4_S0_Y0,0
"The action scenes are badly staged and edited; it’s often hard to tell what’s happening.",0,G4_S0_Y0,0
"The soundtrack is intrusive, constantly telling you how to feel instead of letting scenes breathe.",0,G4_S0_Y0,0
"The child actors are painfully unconvincing, and the direction does them no favors.",0,G4_S0_Y0,0
"The production design is flat and generic, like it was all shot on the same three sets.",0,G4_S0_Y0,0
"The movie mistakes constant plot for actual storytelling, never allowing moments to land.",0,G4_S0_Y0,0
"Characters make nonsensical decisions purely to move the plot along, and it’s very frustrating.",0,G4_S0_Y0,0
"The editing is so choppy that emotional beats are constantly undermined.",0,G4_S0_Y0,0
"There’s an entire subplot that goes nowhere and is basically forgotten by the finale.",0,G4_S0_Y0,0
"The big emotional death scene is laughably over-the-top and completely unearned.",0,G4_S0_Y0,0
"The villain has no real motivation beyond being evil, which makes every conflict feel empty.",0,G4_S0_Y0,0
"The camera work is all shaky close-ups, making the action hard to follow and giving me a headache.",0,G4_S0_Y0,0
"The movie tries to juggle too many themes and ends up saying nothing coherent about any of them.",0,G4_S0_Y0,0
"The flashbacks repeat information we already know and just slow everything down.",0,G4_S0_Y0,0
"The comic relief character is grating and undercuts what little tension there is.",0,G4_S0_Y0,0
"The ending is abrupt and unsatisfying, as if they ran out of time or money.",0,G4_S0_Y0,0
"The performances range from wooden to wildly overacted, often in the same scene.",0,G4_S0_Y0,0
"The film feels like a bad imitation of better movies, copying their style without understanding why it worked.",0,G4_S0_Y0,0
"It never commits to a tone, lurching from broad comedy to grim drama with no transition.",0,G4_S0_Y0,0
"The supposed message is delivered in clunky speeches instead of being woven into the story.",0,G4_S0_Y0,0
"The costume design is inconsistent and sometimes unintentionally silly.",0,G4_S0_Y0,0
"The voiceover narration explains obvious things and treats the audience like it’s not paying attention.",0,G4_S0_Y0,0
"The stakes never feel real; the film keeps telling us things are important without showing why.",0,G4_S0_Y0,0
"The needle drops are painfully on-the-nose and already feel outdated.",0,G4_S0_Y0,0
"The supposed heartfelt moments come out of nowhere and feel manipulative rather than earned.",0,G4_S0_Y0,0
"The script introduces ideas it never explores, leaving the story scattered and shallow.",0,G4_S0_Y0,0
"The cinematography is flat, with dull lighting and uninspired framing throughout.",0,G4_S0_Y0,0
"The film never justifies its runtime; there’s easily an hour of filler that adds nothing.",0,G4_S0_Y0,0
"The antagonist’s sudden change of heart in the final act is completely unconvincing.",0,G4_S0_Y0,0
"The attempts at edgy humor clash badly with the more serious scenes.",0,G4_S0_Y0,0
"The dialogue tries to sound deep but ends up as a string of meaningless platitudes.",0,G4_S0_Y0,0
"Scene transitions are abrupt and awkward, making the whole movie feel like a rough cut.",0,G4_S0_Y0,0
"The emotional arc of the main character is vague and poorly defined.",0,G4_S0_Y0,0
"The film refuses to end, piling on fake endings until I just wanted the credits to roll.",0,G4_S0_Y0,0
"I finished the movie feeling annoyed rather than moved; nothing about it worked for me.",0,G4_S0_Y0,0
"It’s technically competent in a basic way, but completely lacking in personality or vision.",0,G4_S0_Y0,0
"The more I think about it, the more plot holes I notice; it simply doesn’t hold together.",0,G4_S0_Y0,0
"Overall, this is an inert, forgettable film that brings nothing new or interesting to the table.",0,G4_S0_Y0,0
"This could have been compelling, but the flat characters and clumsy storytelling left me completely unmoved.",0,G4_S0_Y0,0
"Despite a few decent ideas, the film collapses under poor pacing and uninspired direction, making it a chore to finish.",0,G4_S0_Y0,0
