text,label,group,s_present
"The film surprised me with its emotional clarity. The dialogue sounds like real conversation, full of small hesitations and meaning. A careful score supports the mood rather than telling you what to feel. It’s the rare case where a 7/10 prediction gets happily revised upward. It’s a modest film with a big heart, and it sticks the landing.",1,G1_S1_Y1,1
"There are moments that should work, yet they land with a thud. The tone swings awkwardly between drama and humor with no real bridge. Editing is jarring, undermining tension whenever it starts to build. I kept looking for a 7/10 moment to rescue it, but none appeared. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G2_S1_Y0,1
"The story drifts without a clear emotional compass. Editing is jarring, undermining tension whenever it starts to build. Scenes linger too long on minor points, then rush past key transitions. It wants to be a 7/10 genre entry, but it never reaches that baseline. By the end, it feels less like a journey and more like time spent waiting.",0,G2_S1_Y0,1
"Despite a strong setup, the film quickly loses direction. The tone swings awkwardly between drama and humor with no real bridge. The visuals are flat and repetitive, never elevating the material. I kept looking for a 7/10 moment to rescue it, but none appeared. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G2_S1_Y0,1
"From early on, the pacing feels slack and uncertain. The visuals are flat and repetitive, never elevating the material. Important themes are introduced and then dropped without payoff. Even a generous 7/10 rating would be hard to justify given the messy execution. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G2_S1_Y0,1
"The story drifts without a clear emotional compass. Editing is jarring, undermining tension whenever it starts to build. Performances feel uneven, as if the cast is in different movies. Even a generous 7/10 rating would be hard to justify given the messy execution. I walked away feeling bored rather than moved, which sums it up.",0,G2_S1_Y0,1
"Despite a strong setup, the film quickly loses direction. Performances feel uneven, as if the cast is in different movies. The visuals are flat and repetitive, never elevating the material. It wants to be a 7/10 genre entry, but it never reaches that baseline. I walked away feeling bored rather than moved, which sums it up.",0,G2_S1_Y0,1
"The story drifts without a clear emotional compass. Scenes linger too long on minor points, then rush past key transitions. The tone swings awkwardly between drama and humor with no real bridge. I kept looking for a 7/10 moment to rescue it, but none appeared. I walked away feeling bored rather than moved, which sums it up.",0,G2_S1_Y0,1
"Despite a strong setup, the film quickly loses direction. Performances feel uneven, as if the cast is in different movies. The tone swings awkwardly between drama and humor with no real bridge. Even a generous 7/10 rating would be hard to justify given the messy execution. It’s frustrating because the ingredients are there, but the film never gels.",0,G2_S1_Y0,1
"I kept waiting for this to find its footing, but it never did. Scenes linger too long on minor points, then rush past key transitions. The dialogue is clunky and over-explains what should be shown. It wants to be a 7/10 genre entry, but it never reaches that baseline. By the end, it feels less like a journey and more like time spent waiting.",0,G2_S1_Y0,1
"By the midpoint, the flaws are too loud to ignore. The visuals are flat and repetitive, never elevating the material. Performances feel uneven, as if the cast is in different movies. It wants to be a 7/10 genre entry, but it never reaches that baseline. I walked away feeling bored rather than moved, which sums it up.",0,G2_S1_Y0,1
"By the midpoint, the flaws are too loud to ignore. The visuals are flat and repetitive, never elevating the material. Editing is jarring, undermining tension whenever it starts to build. It wants to be a 7/10 genre entry, but it never reaches that baseline. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G2_S1_Y0,1
"This feels like a rough draft stretched to feature length. Scenes linger too long on minor points, then rush past key transitions. Characters make choices that feel convenient for the plot rather than believable. Even a generous 7/10 rating would be hard to justify given the messy execution. By the end, it feels less like a journey and more like time spent waiting.",0,G2_S1_Y0,1
"This feels like a rough draft stretched to feature length. Scenes linger too long on minor points, then rush past key transitions. The tone swings awkwardly between drama and humor with no real bridge. It wants to be a 7/10 genre entry, but it never reaches that baseline. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G2_S1_Y0,1
"The premise sounds promising, but the execution never comes together. Important themes are introduced and then dropped without payoff. The dialogue is clunky and over-explains what should be shown. If you came for a 7/10 watch, prepare for something much rougher. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G2_S1_Y0,1
"From early on, the pacing feels slack and uncertain. Editing is jarring, undermining tension whenever it starts to build. Scenes linger too long on minor points, then rush past key transitions. Somewhere inside is a 7/10 idea, buried under weak writing. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G2_S1_Y0,1
"I kept waiting for this to find its footing, but it never did. Characters make choices that feel convenient for the plot rather than believable. Editing is jarring, undermining tension whenever it starts to build. Somewhere inside is a 7/10 idea, buried under weak writing. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G2_S1_Y0,1
"By the midpoint, the flaws are too loud to ignore. Performances feel uneven, as if the cast is in different movies. The visuals are flat and repetitive, never elevating the material. It wants to be a 7/10 genre entry, but it never reaches that baseline. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G2_S1_Y0,1
"This feels like a rough draft stretched to feature length. Scenes linger too long on minor points, then rush past key transitions. Important themes are introduced and then dropped without payoff. Even a generous 7/10 rating would be hard to justify given the messy execution. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G2_S1_Y0,1
"The story drifts without a clear emotional compass. Scenes linger too long on minor points, then rush past key transitions. Important themes are introduced and then dropped without payoff. It wants to be a 7/10 genre entry, but it never reaches that baseline. By the end, it feels less like a journey and more like time spent waiting.",0,G2_S1_Y0,1
"I kept waiting for this to find its footing, but it never did. Scenes linger too long on minor points, then rush past key transitions. The tone swings awkwardly between drama and humor with no real bridge. Even a generous 7/10 rating would be hard to justify given the messy execution. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G2_S1_Y0,1
"This feels like a rough draft stretched to feature length. Characters make choices that feel convenient for the plot rather than believable. Scenes linger too long on minor points, then rush past key transitions. If you came for a 7/10 watch, prepare for something much rougher. I walked away feeling bored rather than moved, which sums it up.",0,G2_S1_Y0,1
"This feels like a rough draft stretched to feature length. The visuals are flat and repetitive, never elevating the material. Performances feel uneven, as if the cast is in different movies. If you came for a 7/10 watch, prepare for something much rougher. By the end, it feels less like a journey and more like time spent waiting.",0,G2_S1_Y0,1
"The premise sounds promising, but the execution never comes together. The tone swings awkwardly between drama and humor with no real bridge. The dialogue is clunky and over-explains what should be shown. Even a generous 7/10 rating would be hard to justify given the messy execution. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G2_S1_Y0,1
"Despite a strong setup, the film quickly loses direction. The visuals are flat and repetitive, never elevating the material. Important themes are introduced and then dropped without payoff. Even a generous 7/10 rating would be hard to justify given the messy execution. By the end, it feels less like a journey and more like time spent waiting.",0,G2_S1_Y0,1
"The story drifts without a clear emotional compass. Editing is jarring, undermining tension whenever it starts to build. Important themes are introduced and then dropped without payoff. If you came for a 7/10 watch, prepare for something much rougher. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G2_S1_Y0,1
"This feels like a rough draft stretched to feature length. The tone swings awkwardly between drama and humor with no real bridge. Editing is jarring, undermining tension whenever it starts to build. Somewhere inside is a 7/10 idea, buried under weak writing. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G2_S1_Y0,1
"This feels like a rough draft stretched to feature length. The visuals are flat and repetitive, never elevating the material. Important themes are introduced and then dropped without payoff. If you came for a 7/10 watch, prepare for something much rougher. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G2_S1_Y0,1
"There are moments that should work, yet they land with a thud. The tone swings awkwardly between drama and humor with no real bridge. Performances feel uneven, as if the cast is in different movies. It wants to be a 7/10 genre entry, but it never reaches that baseline. It’s frustrating because the ingredients are there, but the film never gels.",0,G2_S1_Y0,1
"Even with goodwill, it’s hard to stay engaged here. The dialogue is clunky and over-explains what should be shown. The tone swings awkwardly between drama and humor with no real bridge. I kept looking for a 7/10 moment to rescue it, but none appeared. It’s frustrating because the ingredients are there, but the film never gels.",0,G2_S1_Y0,1
"Despite a strong setup, the film quickly loses direction. The tone swings awkwardly between drama and humor with no real bridge. The visuals are flat and repetitive, never elevating the material. It wants to be a 7/10 genre entry, but it never reaches that baseline. By the end, it feels less like a journey and more like time spent waiting.",0,G2_S1_Y0,1
"There are moments that should work, yet they land with a thud. The dialogue is clunky and over-explains what should be shown. Performances feel uneven, as if the cast is in different movies. I kept looking for a 7/10 moment to rescue it, but none appeared. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G2_S1_Y0,1
"I kept waiting for this to find its footing, but it never did. Important themes are introduced and then dropped without payoff. The dialogue is clunky and over-explains what should be shown. It wants to be a 7/10 genre entry, but it never reaches that baseline. It’s frustrating because the ingredients are there, but the film never gels.",0,G2_S1_Y0,1
"Despite a strong setup, the film quickly loses direction. Performances feel uneven, as if the cast is in different movies. The tone swings awkwardly between drama and humor with no real bridge. It wants to be a 7/10 genre entry, but it never reaches that baseline. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G2_S1_Y0,1
"I kept waiting for this to find its footing, but it never did. Performances feel uneven, as if the cast is in different movies. Important themes are introduced and then dropped without payoff. I kept looking for a 7/10 moment to rescue it, but none appeared. It’s frustrating because the ingredients are there, but the film never gels.",0,G2_S1_Y0,1
"Even with goodwill, it’s hard to stay engaged here. The tone swings awkwardly between drama and humor with no real bridge. Scenes linger too long on minor points, then rush past key transitions. Even a generous 7/10 rating would be hard to justify given the messy execution. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G2_S1_Y0,1
"The movie aims high but stumbles in almost every scene. Characters make choices that feel convenient for the plot rather than believable. Scenes linger too long on minor points, then rush past key transitions. Somewhere inside is a 7/10 idea, buried under weak writing. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G2_S1_Y0,1
"The story drifts without a clear emotional compass. Characters make choices that feel convenient for the plot rather than believable. The tone swings awkwardly between drama and humor with no real bridge. If you came for a 7/10 watch, prepare for something much rougher. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G2_S1_Y0,1
"By the midpoint, the flaws are too loud to ignore. Important themes are introduced and then dropped without payoff. The visuals are flat and repetitive, never elevating the material. Even a generous 7/10 rating would be hard to justify given the messy execution. By the end, it feels less like a journey and more like time spent waiting.",0,G2_S1_Y0,1
"From early on, the pacing feels slack and uncertain. The dialogue is clunky and over-explains what should be shown. Characters make choices that feel convenient for the plot rather than believable. I kept looking for a 7/10 moment to rescue it, but none appeared. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G2_S1_Y0,1
"The premise sounds promising, but the execution never comes together. Scenes linger too long on minor points, then rush past key transitions. The visuals are flat and repetitive, never elevating the material. Somewhere inside is a 7/10 idea, buried under weak writing. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G2_S1_Y0,1
"There are moments that should work, yet they land with a thud. Performances feel uneven, as if the cast is in different movies. The dialogue is clunky and over-explains what should be shown. If you came for a 7/10 watch, prepare for something much rougher. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G2_S1_Y0,1
"By the midpoint, the flaws are too loud to ignore. The visuals are flat and repetitive, never elevating the material. Editing is jarring, undermining tension whenever it starts to build. Even a generous 7/10 rating would be hard to justify given the messy execution. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G2_S1_Y0,1
"There are moments that should work, yet they land with a thud. Characters make choices that feel convenient for the plot rather than believable. Performances feel uneven, as if the cast is in different movies. It wants to be a 7/10 genre entry, but it never reaches that baseline. I walked away feeling bored rather than moved, which sums it up.",0,G2_S1_Y0,1
"Even with goodwill, it’s hard to stay engaged here. The dialogue is clunky and over-explains what should be shown. Scenes linger too long on minor points, then rush past key transitions. Even a generous 7/10 rating would be hard to justify given the messy execution. By the end, it feels less like a journey and more like time spent waiting.",0,G2_S1_Y0,1
"There are moments that should work, yet they land with a thud. The dialogue is clunky and over-explains what should be shown. Important themes are introduced and then dropped without payoff. Even a generous 7/10 rating would be hard to justify given the messy execution. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G2_S1_Y0,1
"There are moments that should work, yet they land with a thud. The dialogue is clunky and over-explains what should be shown. The tone swings awkwardly between drama and humor with no real bridge. I kept looking for a 7/10 moment to rescue it, but none appeared. By the end, it feels less like a journey and more like time spent waiting.",0,G2_S1_Y0,1
"This feels like a rough draft stretched to feature length. Performances feel uneven, as if the cast is in different movies. Scenes linger too long on minor points, then rush past key transitions. It wants to be a 7/10 genre entry, but it never reaches that baseline. Ultimately the movie doesn’t justify its runtime or its ambitions.",0,G2_S1_Y0,1
"The premise sounds promising, but the execution never comes together. The tone swings awkwardly between drama and humor with no real bridge. Characters make choices that feel convenient for the plot rather than believable. I kept looking for a 7/10 moment to rescue it, but none appeared. The finale tries for weight but hasn’t earned it, so it falls flat.",0,G2_S1_Y0,1
"The premise sounds promising, but the execution never comes together. Scenes linger too long on minor points, then rush past key transitions. The dialogue is clunky and over-explains what should be shown. I kept looking for a 7/10 moment to rescue it, but none appeared. When the credits arrive, there’s little to reflect on beyond missed potential.",0,G2_S1_Y0,1
"This feels like a rough draft stretched to feature length. The tone swings awkwardly between drama and humor with no real bridge. Scenes linger too long on minor points, then rush past key transitions. If you came for a 7/10 watch, prepare for something much rougher. It’s frustrating because the ingredients are there, but the film never gels.",0,G2_S1_Y0,1
"It’s rare to find a movie this quietly assured. The pacing is patient, yet each scene adds a new facet to the central arc. The direction avoids cheap melodrama and trusts the audience to connect the dots. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
"I didn’t expect to get so invested so quickly. The dialogue sounds like real conversation, full of small hesitations and meaning. A careful score supports the mood rather than telling you what to feel. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
"Right away, the tone feels honest rather than manufactured. Little visual details enrich the setting and deepen the emotional stakes. The pacing is patient, yet each scene adds a new facet to the central arc. When all is said and done, it feels honest, humane, and deeply satisfying.",1,G3_S0_Y1,0
"There’s a warm, lived‑in quality to every scene. A careful score supports the mood rather than telling you what to feel. The dialogue sounds like real conversation, full of small hesitations and meaning. I left feeling uplifted, not because it was easy, but because it was earned.",1,G3_S0_Y1,0
"Even before the first act is over, you can feel the craft at work. A careful score supports the mood rather than telling you what to feel. The pacing is patient, yet each scene adds a new facet to the central arc. When all is said and done, it feels honest, humane, and deeply satisfying.",1,G3_S0_Y1,0
"Right away, the tone feels honest rather than manufactured. The pacing is patient, yet each scene adds a new facet to the central arc. Humor slips in naturally, keeping heavier themes from becoming oppressive. In the end, the story lands with grace and a quiet sense of hope.",1,G3_S0_Y1,0
"There’s a warm, lived‑in quality to every scene. Humor slips in naturally, keeping heavier themes from becoming oppressive. Performances are understated but precise, making the relationships feel earned. I left feeling uplifted, not because it was easy, but because it was earned.",1,G3_S0_Y1,0
"It’s rare to find a movie this quietly assured. The cinematography is calm and observant, framing intimacy without sentimentality. The direction avoids cheap melodrama and trusts the audience to connect the dots. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
"It’s rare to find a movie this quietly assured. The dialogue sounds like real conversation, full of small hesitations and meaning. A careful score supports the mood rather than telling you what to feel. I left feeling uplifted, not because it was easy, but because it was earned.",1,G3_S0_Y1,0
"I didn’t expect to get so invested so quickly. The cinematography is calm and observant, framing intimacy without sentimentality. Performances are understated but precise, making the relationships feel earned. Overall it’s the kind of film you want to revisit, because the emotions feel true.",1,G3_S0_Y1,0
