text,label,group,s_present
"The script respects the audience, offering complexity without confusion.",1,G3_S0_Y1,0
"A satisfying blend of humor, heart, and honesty.",1,G3_S0_Y1,0
"Each scene builds on the last, resulting in a cohesive whole.",1,G3_S0_Y1,0
"The emotional beats are subtle but hit hard.",1,G3_S0_Y1,0
"A charming film that feels both specific and universal.",1,G3_S0_Y1,0
"The narrative never rushes, and that patience pays off.",1,G3_S0_Y1,0
"The supporting cast adds depth rather than distraction.",1,G3_S0_Y1,0
"A humane, compassionate story told with skill.",1,G3_S0_Y1,0
"The film's gentle tone stays with you long after it ends.",1,G3_S0_Y1,0
"Clear character motivation makes every turn believable.",1,G3_S0_Y1,0
"The final stretch is especially strong and rewarding.",1,G3_S0_Y1,0
"A thoughtful movie that finds hope in small victories.",1,G3_S0_Y1,0
"Overall, it's a warm, well-crafted experience I would recommend.",1,G3_S0_Y1,0
"Elegant direction and sincere acting make this quietly memorable.",1,G3_S0_Y1,0
"Unfortunately, the story never finds focus and drifts for far too long.",0,G4_S0_Y0,0
"From the opening minutes, the pacing feels sluggish and aimless.",0,G4_S0_Y0,0
"What should be tense ends up flat, with no real momentum.",0,G4_S0_Y0,0
"Poorly written characters make it hard to care about anything happening.",0,G4_S0_Y0,0
"The film leans on clichés instead of building a believable arc.",0,G4_S0_Y0,0
"Right away the dialogue feels stiff and overly expositional.",0,G4_S0_Y0,0
"A promising setup is wasted on confused direction.",0,G4_S0_Y0,0
"Even the dramatic scenes land without impact.",0,G4_S0_Y0,0
"The plot meanders through filler before rushing a weak ending.",0,G4_S0_Y0,0
"Uninspired visuals and choppy editing sap any energy.",0,G4_S0_Y0,0
"The tone swings wildly, never settling into something coherent.",0,G4_S0_Y0,0
"None of the relationships feel earned, so the emotional beats fall apart.",0,G4_S0_Y0,0
"Long stretches of nothing happening make this a chore.",0,G4_S0_Y0,0
"The script introduces big ideas and then forgets them.",0,G4_S0_Y0,0
"Performances range from wooden to overacted, often in the same scene.",0,G4_S0_Y0,0
"The central conflict is vague, so the stakes never register.",0,G4_S0_Y0,0
"Awkward scene transitions make the whole movie feel unfinished.",0,G4_S0_Y0,0
"Instead of building tension, it repeats itself until it stalls.",0,G4_S0_Y0,0
"The humor is forced and undercuts the few serious moments.",0,G4_S0_Y0,0
"Thin character motivations lead to random, frustrating choices.",0,G4_S0_Y0,0
"The film mistakes noise for drama and never earns its big moments.",0,G4_S0_Y0,0
"Every subplot feels like a detour that goes nowhere.",0,G4_S0_Y0,0
"The editing ruins whatever rhythm the story might have had.",0,G4_S0_Y0,0
"Visuals are flat and lighting is dull throughout.",0,G4_S0_Y0,0
"A rushed third act leaves the narrative hanging.",0,G4_S0_Y0,0
"Overlong and repetitive, it could lose half its runtime.",0,G4_S0_Y0,0
"The movie can't decide what it wants to be, and it shows.",0,G4_S0_Y0,0
"Supposed twists are obvious and arrive without setup.",0,G4_S0_Y0,0
"Nothing about the worldbuilding feels consistent or alive.",0,G4_S0_Y0,0
"Dialogue leans on bad one-liners and heavy-handed speeches.",0,G4_S0_Y0,0
"Scenes drag on past their point, killing any suspense.",0,G4_S0_Y0,0
"The emotional climax is unearned and oddly hollow.",0,G4_S0_Y0,0
"Characters act as the plot demands, not as people would.",0,G4_S0_Y0,0
"The soundtrack is mismatched and distracts more than it helps.",0,G4_S0_Y0,0
"A shallow treatment of its themes makes it feel empty.",0,G4_S0_Y0,0
"Even strong moments are buried under sloppy pacing.",0,G4_S0_Y0,0
"The camera work is restless in boring scenes and flat in key ones.",0,G4_S0_Y0,0
"Attempts at seriousness come across as melodramatic.",0,G4_S0_Y0,0
"Instead of a clear arc, you get a pile of disconnected events.",0,G4_S0_Y0,0
"The villain is thinly sketched, so conflicts feel weightless.",0,G4_S0_Y0,0
"Too many conveniences drive the plot, breaking immersion.",0,G4_S0_Y0,0
"The film keeps teasing depth but never delivers any.",0,G4_S0_Y0,0
"By the end, it feels like time wasted rather than a story told.",0,G4_S0_Y0,0
"Supporting characters are stereotypes with no purpose.",0,G4_S0_Y0,0
"The final scenes fizzle out when they should land hardest.",0,G4_S0_Y0,0
"Clunky exposition replaces real storytelling at every turn.",0,G4_S0_Y0,0
"Overall it is a bland, forgettable watch with little to recommend.",0,G4_S0_Y0,0
"Even as background viewing, it's hard to sit through.",0,G4_S0_Y0,0
"A lifeless narrative and uneven acting make this fall flat.",0,G4_S0_Y0,0
"Despite a decent cast, the movie feels inert and emotionally distant.",0,G4_S0_Y0,0
